varible_name,method,"AffinityPropagation(damping=0.999, random_state=0)","AgglomerativeClustering(metric='euclidean', n_clusters=13)","KMeans(n_clusters=13, n_init='auto', random_state=0)",MeanShift(bandwidth=2.3),"SpectralClustering(assign_labels='discretize', n_clusters=13, random_state=0)"
fig,matplotlib.pyplot.figure,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
pipeline,sklearn.pipeline.make_pipeline,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
scaler,sklearn.preprocessing.StandardScaler,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
tracer,numpy.zeros,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
tracer,numpy.zeros,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
tracer,numpy.zeros,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
tracer,numpy.zeros,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
grid_zeros,numpy.zeros,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
grid_zeros,numpy.zeros,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
dt,numpy.dtype,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
tracer,numpy.fromfile,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
zi,numpy.concatenate,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"tracer[:,:,kk]",numpy.ones,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"tracer[:,:,kk]",numpy.ones,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"tracer[:,:,kk]",numpy.ones,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"tracer[:,:,kk]",numpy.ones,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
tracer,numpy.ones,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
tracer_rsh,numpy.reshape,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
tracer,numpy.expand_dims,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
tracer,numpy.expand_dims,CLUSTER_8,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
x,numpy.sin,CLUSTER_0,CLUSTER_11,CLUSTER_8,CLUSTER_0,CLUSTER_0
cb,matplotlib.pyplot.colorbar,CLUSTER_8,CLUSTER_10,CLUSTER_12,CLUSTER_0,CLUSTER_0
f,matplotlib.pyplot.figure,CLUSTER_8,CLUSTER_10,CLUSTER_12,CLUSTER_0,CLUSTER_0
df1,pandas.read_csv,CLUSTER_8,CLUSTER_10,CLUSTER_12,CLUSTER_0,CLUSTER_0
df2,pandas.read_csv,CLUSTER_8,CLUSTER_10,CLUSTER_12,CLUSTER_0,CLUSTER_0
text,re.sub,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_4
predictions,numpy.array,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_4
test_data,numpy.array,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_4
predictions,numpy.append,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_4
split_array,numpy.array_split,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_4
test_X,pandas.concat,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_4
train_sample,pandas.read_csv,CLUSTER_16,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_4
positive_counts,collections.Counter,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
negative_counts,collections.Counter,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
total_counts,collections.Counter,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
pos_neg_ratios,collections.Counter,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
review_counter,collections.Counter,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
frequency_frequency,collections.Counter,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
positive_counts,collections.Counter,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
negative_counts,collections.Counter,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
total_counts,collections.Counter,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
pos_neg_ratios,collections.Counter,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
layer_0,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
self.weights_0_1,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
self.layer_0,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
self.weights_0_1,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
self.layer_0,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
layer_0,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
layer_1,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
self.weights_0_1,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
self.layer_0,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
self.layer_1,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
self.weights_0_1,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
self.layer_0,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
self.layer_1,numpy.zeros,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
pos_neg_ratios[word],numpy.log,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
pos_neg_ratios[word],numpy.log,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
"hist,edges",numpy.histogram,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
"hist,edges",numpy.histogram,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
start,time.time,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
start,time.time,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
start,time.time,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
start,time.time,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
start,time.time,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
start,time.time,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
start,time.time,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
start,time.time,CLUSTER_10,CLUSTER_0,CLUSTER_5,CLUSTER_0,CLUSTER_1
state_town,pandas.DataFrame,CLUSTER_1,CLUSTER_1,CLUSTER_7,CLUSTER_0,CLUSTER_1
university_town,pandas.merge,CLUSTER_1,CLUSTER_1,CLUSTER_7,CLUSTER_0,CLUSTER_1
data,pandas.read_csv,CLUSTER_1,CLUSTER_1,CLUSTER_7,CLUSTER_0,CLUSTER_1
data,pandas.read_excel,CLUSTER_1,CLUSTER_1,CLUSTER_7,CLUSTER_0,CLUSTER_1
data,pandas.read_excel,CLUSTER_1,CLUSTER_1,CLUSTER_7,CLUSTER_0,CLUSTER_1
data,pandas.read_excel,CLUSTER_1,CLUSTER_1,CLUSTER_7,CLUSTER_0,CLUSTER_1
data,pandas.read_fwf,CLUSTER_1,CLUSTER_1,CLUSTER_7,CLUSTER_0,CLUSTER_1
pred_proba_df,pandas.DataFrame,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
df_test,pandas.read_csv,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
df_train,pandas.read_csv,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
y_pred_arg_class,numpy.argmax,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
matrix,sklearn.metrics.confusion_matrix,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
report,sklearn.metrics.classification_report,CLUSTER_3,CLUSTER_12,CLUSTER_3,CLUSTER_0,CLUSTER_0
y_text,numpy.array,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
x_text,numpy.array,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
x_text,numpy.array,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
featureVec,numpy.zeros,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
featureVec,numpy.add,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
featureVec,numpy.divide,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
time_str,datetime.datetime.now,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
time_str,datetime.datetime.now,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
string,re.sub,CLUSTER_23,CLUSTER_11,CLUSTER_8,CLUSTER_6,CLUSTER_1
merged,pandas.merge,CLUSTER_27,CLUSTER_12,CLUSTER_1,CLUSTER_0,CLUSTER_0
routes,json.loads,CLUSTER_27,CLUSTER_12,CLUSTER_1,CLUSTER_0,CLUSTER_0
t,time.time,CLUSTER_27,CLUSTER_12,CLUSTER_1,CLUSTER_0,CLUSTER_0
human_files,numpy.array,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
dog_files,numpy.array,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
correct+,numpy.sum,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
hih,numpy.average,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
hid,numpy.average,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
dih,numpy.average,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
did,numpy.average,CLUSTER_26,CLUSTER_7,CLUSTER_11,CLUSTER_30,CLUSTER_8
df,pandas.read_csv,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
clf,sklearn.linear_model.LinearRegression,CLUSTER_10,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_1
gradient,numpy.zeros,CLUSTER_10,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_1
w,numpy.zeros,CLUSTER_10,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_1
init_w,numpy.zeros,CLUSTER_10,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_1
totalError,numpy.dot,CLUSTER_10,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_1
totalError,numpy.dot,CLUSTER_10,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_1
m,numpy.size,CLUSTER_10,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_1
gradient,numpy.sum,CLUSTER_10,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_1
points,numpy.genfromtxt,CLUSTER_10,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_1
encoded_labels,numpy.array,CLUSTER_10,CLUSTER_7,CLUSTER_0,CLUSTER_0,CLUSTER_1
encoded_labels,numpy.array,CLUSTER_10,CLUSTER_7,CLUSTER_0,CLUSTER_0,CLUSTER_1
"features[i,-len(row):]",numpy.array,CLUSTER_10,CLUSTER_7,CLUSTER_0,CLUSTER_0,CLUSTER_1
features,numpy.zeros,CLUSTER_10,CLUSTER_7,CLUSTER_0,CLUSTER_0,CLUSTER_1
correct,numpy.squeeze,CLUSTER_10,CLUSTER_7,CLUSTER_0,CLUSTER_0,CLUSTER_1
num_correct+,numpy.sum,CLUSTER_10,CLUSTER_7,CLUSTER_0,CLUSTER_0,CLUSTER_1
counts,collections.Counter,CLUSTER_10,CLUSTER_7,CLUSTER_0,CLUSTER_0,CLUSTER_1
review_lens,collections.Counter,CLUSTER_10,CLUSTER_7,CLUSTER_0,CLUSTER_0,CLUSTER_1
common_systems[item],pandas.DataFrame,CLUSTER_14,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_0
common_systems[item],pandas.DataFrame,CLUSTER_14,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_0
common_systems[item],pandas.DataFrame,CLUSTER_14,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_0
oqmd_data,pandas.read_csv,CLUSTER_14,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_0
elem_re,re.compile,CLUSTER_14,CLUSTER_3,CLUSTER_12,CLUSTER_0,CLUSTER_0
splot,matplotlib.pyplot.subplot,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
t0,time.time,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
elapsed_time,time.time,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
core_samples_mask,numpy.zeros_like,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
angle,numpy.arctan,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
labels_unique,numpy.unique,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
X,pandas.read_csv,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
sd,sklearn.preprocessing.StandardScaler,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
X_red,sklearn.manifold.SpectralEmbedding,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
Hclustering_10,sklearn.cluster.AgglomerativeClustering,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
Hclustering_4,sklearn.cluster.AgglomerativeClustering,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
model,sklearn.cluster.AgglomerativeClustering,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
pca,sklearn.decomposition.PCA,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
knn_graph,sklearn.neighbors.kneighbors_graph,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
ms,sklearn.cluster.MeanShift,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
bandwidth,sklearn.cluster.estimate_bandwidth,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
db,sklearn.cluster.DBSCAN,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
birch,sklearn.cluster.Birch,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
dpgmm,sklearn.mixture.BayesianGaussianMixture,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
gmm,sklearn.mixture.GaussianMixture,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"v,w",scipy.linalg.eigh,CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
df_titanic,pandas.read_csv,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
graph_1,seaborn.barplot,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
graph_2,seaborn.barplot,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
graph_3,seaborn.barplot,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
graph_6,seaborn.pointplot,CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
df1,pandas.DataFrame,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
data1,pandas.DataFrame,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
resultols,pandas.DataFrame,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
data,pandas.get_dummies,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,pandas.read_csv,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,pandas.read_csv,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
x,numpy.arange,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
x,numpy.arange,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
rmse,math.sqrt,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
rmseL,math.sqrt,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
rmseLO,math.sqrt,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
rmseRFE,math.sqrt,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
knn,sklearn.neighbors.KNeighborsRegressor,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
knn,sklearn.neighbors.KNeighborsRegressor,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
knnc,sklearn.neighbors.KNeighborsClassifier,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
knn,sklearn.neighbors.KNeighborsClassifier,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
linreg,sklearn.linear_model.LinearRegression,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
linregols,sklearn.linear_model.LinearRegression,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
model,sklearn.linear_model.LinearRegression,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
linregrfe,sklearn.linear_model.LinearRegression,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
r2,sklearn.metrics.r2_score,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
rL2,sklearn.metrics.r2_score,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
rLO2,sklearn.metrics.r2_score,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
rRFE2,sklearn.metrics.r2_score,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
mae,sklearn.metrics.mean_absolute_error,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
maeL,sklearn.metrics.mean_absolute_error,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
maeLO,sklearn.metrics.mean_absolute_error,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
maeRFE,sklearn.metrics.mean_absolute_error,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
mse,sklearn.metrics.mean_squared_error,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
mseL,sklearn.metrics.mean_squared_error,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
mseLO,sklearn.metrics.mean_squared_error,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
mseRFE,sklearn.metrics.mean_squared_error,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
scaler,sklearn.preprocessing.MinMaxScaler,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
rfe,sklearn.feature_selection.RFE,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,pandas.DataFrame,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df2,pandas.DataFrame,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
df3,pandas.DataFrame,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
s,pandas.Series,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
s,pandas.Series,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
s,pandas.Series,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
daty,pandas.date_range,CLUSTER_1,CLUSTER_1,CLUSTER_2,CLUSTER_0,CLUSTER_1
training_array,numpy.array,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
testing_array,numpy.array,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
y,numpy.array,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
y,numpy.array,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
train_pl_array,numpy.asarray,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
train_pw_array,numpy.asarray,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
test_pl_array,numpy.asarray,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
test_pw_array,numpy.asarray,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
confuse,pandas.DataFrame,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,pandas.read_csv,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
cmap,seaborn.diverging_palette,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
ax,seaborn.heatmap,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"X_train,X_test,y_train,y_test",sklearn.model_selection.train_test_split,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
clf_gini,sklearn.tree.DecisionTreeClassifier,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
dot_data,sklearn.tree.export_graphviz,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
svc_clf,sklearn.svm.SVC,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
lsvc_clf,sklearn.svm.LinearSVC,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
X_test_pred,numpy.asarray,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
train_cv_err,numpy.mean,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
test_cv_err,numpy.mean,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
train_scores_mean,numpy.mean,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
test_scores_mean,numpy.mean,CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"lr,X,y,cv","5,train_sizes=numpy.linspace",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
