varible_name,method,"AffinityPropagation(damping=0.999, random_state=0)","AgglomerativeClustering(metric='euclidean', n_clusters=13)","KMeans(n_clusters=13, n_init='auto', random_state=0)",MeanShift(bandwidth=2.3),"SpectralClustering(assign_labels='discretize', n_clusters=13, random_state=0)"
labels,numpy.array(data['label']),CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
features,numpy.array(data),CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
mean,numpy.mean(data['wpp']),CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
std,numpy.std(data['wpp']),CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
"train_features,test_features,train_labels,test_labels","sklearn.model_selection.train_test_split(features,labels,test_size=0.25,random_state=42)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
rf,"sklearn.ensemble.RandomForestClassifier(n_jobs=2,random_state=0)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
losses,numpy.array(losses),CLUSTER_6,CLUSTER_7,CLUSTER_4,CLUSTER_0,CLUSTER_1
img,numpy.squeeze(images[0]),CLUSTER_6,CLUSTER_7,CLUSTER_4,CLUSTER_0,CLUSTER_1
fig,"matplotlib.pyplot.figure(figsize=(3,3)",CLUSTER_6,CLUSTER_7,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax",matplotlib.pyplot.subplots(),CLUSTER_6,CLUSTER_7,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,axes","matplotlib.pyplot.subplots(figsize=(7,7)",CLUSTER_6,CLUSTER_7,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,axes","matplotlib.pyplot.subplots(figsize=(7,12)",CLUSTER_6,CLUSTER_7,CLUSTER_4,CLUSTER_0,CLUSTER_1
positive_windows,numpy.array(positive_windows),CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
negative_windows,numpy.array(negative_windows),CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
data,"numpy.zeros((n,2500)",CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
data,"numpy.zeros((n,2500)",CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
data,"numpy.zeros((n,10000)",CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
is_negative,"numpy.ones((w,)",CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
data,numpy.load('handwriting_datasets/npy/1.npy'),CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
t,time.time(),CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
t,time.time(),CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
t,time.time(),CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
filenames,os.listdir(path),CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
regions_label,json.load(f),CLUSTER_23,CLUSTER_0,CLUSTER_11,CLUSTER_0,CLUSTER_1
diabetes_df,pandas.read_csv('diabetes.csv'),CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
"X_train,X_test,Y_train,Y_test","sklearn.model_selection.train_test_split(X,Y,test_size=0.33,random_state=3)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
rfc,sklearn.ensemble.RandomForestClassifier(),CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
rfc,"sklearn.ensemble.RandomForestClassifier(n_estimators=200,max_depth=140,max_features='sqrt')",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
rfc_cv_score,"sklearn.model_selection.cross_val_score(rfc,X,Y,cv=10,scoring=""roc_auc"")",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
rfc_cv_score,"sklearn.model_selection.cross_val_score(rfc,X,Y,cv=10,scoring='roc_auc')",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
rfc_random,"sklearn.model_selection.RandomizedSearchCV(estimator=rfc,param_distributions=random_grid,n_iter=100,cv=3,verbose=2,random_state=2,n_jobs=-1)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
concatenated_df,"pandas.concat(df_from_each_file,ignore_index=True)",CLUSTER_1,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_1
df,"pandas.read_csv(f,encoding=""ISO-8859-1"")",CLUSTER_1,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_1
cwd_dir_name,os.getcwd(),CLUSTER_1,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_1
dir_name,os.getcwd(),CLUSTER_1,CLUSTER_1,CLUSTER_12,CLUSTER_0,CLUSTER_1
"fig,(ax1,ax2,ax3)","matplotlib.pyplot.subplots(1,3,figsize=(9,4)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,(ax1,ax2,ax3)","matplotlib.pyplot.subplots(1,3,figsize=(9,4)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax","matplotlib.pyplot.subplots(figsize=(10,6)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
"fig,ax","matplotlib.pyplot.subplots(figsize=(10,6)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
test_img,"numpy.array([1ifxin[0,13,26]else0forxinrange(27)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
test_img,numpy.eye(4),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
fig,matplotlib.pyplot.figure(title),CLUSTER_14,CLUSTER_8,CLUSTER_7,CLUSTER_2,CLUSTER_0
imgplot,"matplotlib.pyplot.imshow(train_dataset[1],'gray')",CLUSTER_14,CLUSTER_8,CLUSTER_7,CLUSTER_2,CLUSTER_0
imgplot,"matplotlib.pyplot.imshow(train_dataset[1],'gray')",CLUSTER_14,CLUSTER_8,CLUSTER_7,CLUSTER_2,CLUSTER_0
imgplot,"matplotlib.pyplot.imshow(train_dataset[5],'gray')",CLUSTER_14,CLUSTER_8,CLUSTER_7,CLUSTER_2,CLUSTER_0
dataset,"numpy.ndarray(
shape=(max_num_images,image_size,image_size)",CLUSTER_14,CLUSTER_8,CLUSTER_7,CLUSTER_2,CLUSTER_0
labels,numpy.ndarray(shape=(max_num_images),CLUSTER_14,CLUSTER_8,CLUSTER_7,CLUSTER_2,CLUSTER_0
images,"numpy.reshape(train_dataset[:5000],[train_dataset[:5000].shape[0],28*28])",CLUSTER_14,CLUSTER_8,CLUSTER_7,CLUSTER_2,CLUSTER_0
test_images,"numpy.reshape(test_dataset,[test_dataset.shape[0],28*28])",CLUSTER_14,CLUSTER_8,CLUSTER_7,CLUSTER_2,CLUSTER_0
statinfo,os.stat(filename),CLUSTER_14,CLUSTER_8,CLUSTER_7,CLUSTER_2,CLUSTER_0
statinfo,os.stat(pickle_file),CLUSTER_14,CLUSTER_8,CLUSTER_7,CLUSTER_2,CLUSTER_0
accuracy,"sklearn.metrics.accuracy_score(test_labels,y_predict)",CLUSTER_14,CLUSTER_8,CLUSTER_7,CLUSTER_2,CLUSTER_0
gd,pandas.read_csv('Glassdoor_DS.csv'),CLUSTER_0,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
temp,"pandas.merge(gdf_pop_area,totales,left_on='CVEGEO',right_on='CVEGEO')",CLUSTER_1,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_1
hex_bins,"pandas.merge(hex_bins,hex_temp,right_index=True,left_on=f'hex_id_{res}',how='left')",CLUSTER_1,CLUSTER_10,CLUSTER_6,CLUSTER_0,CLUSTER_1
submission,"pandas.DataFrame({""Loan_ID"":loan_id,
""Loan_Status"":prediction})",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
ct,"pandas.crosstab(train[""Education""],train[""Loan_Status""],margins=True)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
train,"pandas.read_csv(""/home/pushpendra/Documents/career/ML/Dataset/loan_train.csv"")",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
test,"pandas.read_csv(""/home/pushpendra/Documents/career/ML/Dataset/loan_test.csv"")",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
model,"sklearn.linear_model.LogisticRegression(penalty=""l1"",C=0.1)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
model,sklearn.neighbors.KNeighborsClassifier(n_neighbors=2),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
model,sklearn.naive_bayes.GaussianNB(),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
le,sklearn.preprocessing.LabelEncoder(),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
model,"sklearn.tree.DecisionTreeClassifier(max_depth=10,min_samples_leaf=100,max_features='sqrt')",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
acc_train,"sklearn.metrics.accuracy_score(train[dependent_variable],predict_train)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
qpo_width,"numpy.array([1.0/100.0,1.0/300.0,1.0/200.0])",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
qpo_cent,"numpy.array([1.0/5.0,1.0/25.0])",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
ma_coefs,"numpy.array([1.0,4.5,1.25,0.0,0.0])",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
t,numpy.zeros(ny),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
t[0:90],numpy.cumsum(dt[0:90]),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
frequencies,"numpy.logspace(-4.0,0.0,200)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
lag,"numpy.linspace(0.0,300.0,300)",CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
ar_coefs,numpy.poly(ar_roots),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
data,numpy.genfromtxt('LC_G_15818.dat'),CLUSTER_7,CLUSTER_4,CLUSTER_4,CLUSTER_0,CLUSTER_1
df,"pandas.concat([df,pd.get_dummies(df[i])",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
df,"pandas.read_csv(""train.csv"")",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
train_scores_mean,"numpy.mean(train_scores,axis=1)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
test_scores_mean,"numpy.mean(test_scores,axis=1)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
train_scores_std,"numpy.std(train_scores,axis=1)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
test_scores_std,"numpy.std(test_scores,axis=1)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
n_jobs,"1,train_sizes=numpy.linspace(.1,1.0,5)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
amenities_all,"numpy.unique(np.concatenate(df['amenities'].map(lambdax:x.split("","")",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
clf,sklearn.ensemble.ExtraTreesRegressor(),CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
model,"sklearn.feature_selection.SelectFromModel(clf,prefit=True)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
sc,sklearn.preprocessing.StandardScaler(),CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
gs_knn,"sklearn.model_selection.GridSearchCV(estimator=KNeighborsRegressor(p=2,
metric='minkowski')",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
gs_knn,"GridSearchCV(estimator=sklearn.neighbors.KNeighborsRegressor(p=2,
metric='minkowski')",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
k,pandas.DataFrame(),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
submit,"pandas.DataFrame({'id':test['id'],'sales':y_pred_new1})",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
agg.columns,pandas.Index(['_&_'.join(columns),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
train_test,"pandas.concat([train,test],axis=0)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,"pandas.get_dummies(df,drop_first=True,columns=columns)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
df,"pandas.merge(df,agg,how='left',on=columns)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
train,"pandas.read_csv(path+'train.csv',parse_dates=[0],nrows=None)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
test,"pandas.read_csv(path+'test.csv',parse_dates=[1],nrows=None)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
y_pred_new1,numpy.exp(y_pred_new),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
train_test['sales_log'],numpy.log(train_test['sales']+1),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"f,ax","matplotlib.pyplot.subplots(1,2,figsize=(14,6)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"X_train,X_valid,y_train,y_valid","sklearn.model_selection.train_test_split(X,y,test_size=0.3,random_state=seed)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
train,"pandas.read_csv(""./titanic_train.csv"",index_col=""PassengerId"")",CLUSTER_8,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_0
test,"pandas.read_csv(""./titanic_test.csv"",index_col=""PassengerId"")",CLUSTER_8,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_0
train2,"pandas.read_csv(""./bike_train.csv"",parse_dates=[""datetime""])",CLUSTER_8,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_0
"figure,((ax1,ax2,ax3),(ax4,ax5,ax6))","matplotlib.pyplot.subplots(nrows=2,ncols=3)",CLUSTER_8,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_0
g,"seaborn.kdeplot(train[""Age""][(train[""Survived""]==0)",CLUSTER_8,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_0
g,"seaborn.kdeplot(train[""Age""][(train[""Survived""]==1)",CLUSTER_8,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_0
g,"seaborn.kdeplot(train[""Age""][(train[""Survived""]==0)",CLUSTER_8,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_0
g,"seaborn.kdeplot(train[""Age""][(train[""Survived""]==1)",CLUSTER_8,CLUSTER_10,CLUSTER_2,CLUSTER_0,CLUSTER_0
edate,pandas.Timestamp(df['EDATE'][0]),CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
df,pandas.get_dummies(df),CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
df,"pandas.read_csv(""datasets/organics.csv"")",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
df['DOB'],"pandas.to_datetime(df['DOB'],format=dateformat)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
"X_train,X_test,y_train,y_test","sklearn.model_selection.train_test_split(X_mat,y,test_size=0.3,stratify=y,random_state=rs)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
cv,"sklearn.model_selection.GridSearchCV(param_grid=params,estimator=MLPClassifier(random_state=rs)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
cv,"sklearn.model_selection.GridSearchCV(param_grid=params,estimator=MLPClassifier(random_state=rs)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
cv,"sklearn.model_selection.GridSearchCV(param_grid=params,estimator=MLPClassifier(random_state=rs)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
scaler,sklearn.preprocessing.StandardScaler(),CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
model,sklearn.neural_network.MLPClassifier(random_state=rs),CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
model,"sklearn.neural_network.MLPClassifier(max_iter=100,random_state=rs)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
model,"sklearn.neural_network.MLPClassifier(max_iter=80,random_state=rs)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
cv,"GridSearchCV(param_grid=params,estimator=sklearn.neural_network.MLPClassifier(random_state=rs)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
cv,"GridSearchCV(param_grid=params,estimator=sklearn.neural_network.MLPClassifier(random_state=rs)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
cv,"GridSearchCV(param_grid=params,estimator=sklearn.neural_network.MLPClassifier(random_state=rs)",CLUSTER_3,CLUSTER_1,CLUSTER_10,CLUSTER_0,CLUSTER_0
gss,pandas.read_csv('originalgss.csv'),CLUSTER_18,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
sd,numpy.sqrt(sum_of_difference2/N),CLUSTER_18,CLUSTER_9,CLUSTER_4,CLUSTER_0,CLUSTER_0
session,requests.Session(),CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
response,requests.get(url),CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
response_json,"requests.post(f'https://{endpoint}/rules?key={key}',
data=json.dumps(rule_params)",CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
data,json.dumps(rule_params),CLUSTER_13,CLUSTER_5,CLUSTER_0,CLUSTER_0,CLUSTER_1
mydir,os.getcwd(),CLUSTER_13,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
mydir,os.getcwd(),CLUSTER_13,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
mydir,os.getcwd(),CLUSTER_13,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
timeEdited,"time.strftime(""%Y-%m-%d%H:%M:%S"")",CLUSTER_13,CLUSTER_5,CLUSTER_6,CLUSTER_0,CLUSTER_1
rd,random.randrange(train_images.shape[0]-5),CLUSTER_20,CLUSTER_0,CLUSTER_11,CLUSTER_9,CLUSTER_7
error_idx,numpy.where(y_test_pca!=predictions),CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
data,pandas.read_csv('..\..\RandomForest\RandomForest2\mnist_My.csv'),CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"pl.scatter(X_data_pca[:,0],X_data_pca[:,1],c","y_data,cmap=matplotlib.pyplot.get_cmap('nipy_spectral',10)",CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"fig,axs","matplotlib.pyplot.subplots(nrows=4,ncols=5,figsize=(15,10)",CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
startTime,datetime.datetime.now(),CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
startTime,datetime.datetime.now(),CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
svm,sklearn.svm.SVC(),CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
svmpca,"sklearn.svm.SVC(kernel='linear',gamma=0.1,C=0.1,probability=True)",CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"X_train,X_test,y_train_pca,y_test_pca","sklearn.model_selection.train_test_split(X_data,y_data,test_size=0.98,random_state=0,
stratify=y_data,shuffle=True)",CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
svm_cv,"sklearn.model_selection.RandomizedSearchCV(svm,param_dist,scoring='accuracy',cv=kfold)",CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
predictions,"sklearn.model_selection.cross_val_predict(svmpca,X_train_pca,y_train_pca,cv=3)",CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
pca,sklearn.decomposition.PCA(0.95),CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
pca,sklearn.decomposition.PCA(),CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
pca,sklearn.decomposition.PCA(n_components=154),CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
kfold,"sklearn.model_selection.StratifiedKFold(n_splits=3,random_state=0)",CLUSTER_28,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
idxs,numpy.flatnonzero(y_train==y),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
mean_image,"numpy.mean(X_train,axis=0)",CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
train_acc,numpy.mean(y_train==y_train_pred),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
val_acc,numpy.mean(y_val==y_val_pred),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
test_accuracy,numpy.mean(y_test==y_test_pred),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_train,"numpy.reshape(X_train,(X_train.shape[0],-1)",CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_val,"numpy.reshape(X_val,(X_val.shape[0],-1)",CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_test,"numpy.reshape(X_test,(X_test.shape[0],-1)",CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_dev,"numpy.reshape(X_dev,(X_dev.shape[0],-1)",CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_train,"numpy.hstack([X_train,np.ones((X_train.shape[0],1)",CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_val,"numpy.hstack([X_val,np.ones((X_val.shape[0],1)",CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_test,"numpy.hstack([X_test,np.ones((X_test.shape[0],1)",CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
X_dev,"numpy.hstack([X_dev,np.ones((X_dev.shape[0],1)",CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
difference,"numpy.linalg.norm(grad_naive-grad_vectorized,ord='fro')",CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tic,time.time(),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
toc,time.time(),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tic,time.time(),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
toc,time.time(),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tic,time.time(),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
toc,time.time(),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tic,time.time(),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
toc,time.time(),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
tic,time.time(),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
toc,time.time(),CLUSTER_7,CLUSTER_4,CLUSTER_5,CLUSTER_0,CLUSTER_1
"boston[""CRIM""]","numpy.where(boston[""CRIM""]<0.038195,0.038195,boston[""CRIM""])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"boston[""CRIM""]","numpy.where(boston[""CRIM""]>10.753,10.753,boston[""CRIM""])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"avengers[""age""]","numpy.where(avengers[""age""]==9999,2500,avengers[""age""])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"df[""Fare""]","numpy.where(df[""Fare""]>65.6344,65,df[""Fare""])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
df['Fare'],"numpy.where(df['Fare']>66,mean,df['Fare'])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
pct_missing,numpy.mean(df[col].isnull(),CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"q1,q3","numpy.percentile(df['Fare'],[25,75])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
"q1,q3","numpy.percentile(datacolumn,[25,75])",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
DC,"pandas.DataFrame({""name"":['Alfred','Batman','Catwoman'],
""toy"":[np.nan,'Batmobile','Bullwhip'],
""born"":[pd.NaT,pd.Timestamp(""1940-04-25"")",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
boston,"pandas.DataFrame(boston_dataset.data,columns=boston_dataset.feature_names)",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
avengers,"pandas.DataFrame({""name"":['Iron_Man','Hawkeye','Thor'],
""skill"":['Rich','Archery','God'],
""age"":[42,38,9999]})",CLUSTER_4,CLUSTER_2,CLUSTER_3,CLUSTER_0,CLUSTER_0
